timestamp,date,time,hour,accident_type,accident_id,lane,vehicle_ids,vehicle_count,duration,emergency_notified,location_x,location_y
2026-02-15T15:30:01.780306,2026-02-15,15:30:01,15,COLLISION,3,LANE2,"4,10",2,0.0,Yes,684,507
2026-02-15T15:31:58.374481,2026-02-15,15:31:58,15,COLLISION,4,LANE4,"5,7",2,0.0,Yes,281,359
2026-02-15T15:33:58.536764,2026-02-15,15:33:58,15,COLLISION,5,LANE4,"5,7",2,0.0,Yes,283,360
2026-02-15T15:35:53.190724,2026-02-15,15:35:53,15,COLLISION,1,LANE2,"1,5",2,0.0,Yes,690,613
2026-02-15T15:35:53.754334,2026-02-15,15:35:53,15,COLLISION,2,LANE4,"7,8",2,0.0,Yes,278,360
2026-02-15T15:35:54.757926,2026-02-15,15:35:54,15,COLLISION,3,LANE3,"9,10",2,0.0,Yes,799,369
2026-02-15T15:37:53.912624,2026-02-15,15:37:53,15,COLLISION,4,LANE4,"7,8",2,0.0,Yes,283,360
2026-02-15T15:39:54.300739,2026-02-15,15:39:54,15,COLLISION,5,LANE4,"7,8",2,0.0,Yes,283,360
2026-02-15T15:41:54.449662,2026-02-15,15:41:54,15,COLLISION,6,LANE4,"7,8",2,0.0,Yes,283,360
2026-02-15T15:43:20.468444,2026-02-15,15:43:20,15,COLLISION,3,LANE2,"1,6",2,0.44,Yes,690,655
2026-02-15T15:43:20.468616,2026-02-15,15:43:20,15,COLLISION,4,LANE2,"2,6",2,0.44,Yes,685,585
2026-02-15T15:43:20.904542,2026-02-15,15:43:20,15,COLLISION,13,LANE4,"9,10",2,0.45,Yes,279,361
2026-02-15T15:43:21.575568,2026-02-15,15:43:21,15,COLLISION,18,LANE3,"11,12",2,0.56,Yes,799,367
2026-02-15T15:43:24.919985,2026-02-15,15:43:24,15,COLLISION,23,LANE4,"9,10",2,0.45,Yes,278,360
2026-02-15T15:43:26.024998,2026-02-15,15:43:26,15,COLLISION,30,LANE2,"2,14",2,0.45,Yes,675,522
2026-02-15T15:43:29.047591,2026-02-15,15:43:29,15,COLLISION,36,LANE4,"9,10",2,1.22,Yes,282,360
2026-02-15T15:43:38.969594,2026-02-15,15:43:38,15,COLLISION,47,LANE4,"9,10",2,0.43,Yes,283,363
2026-02-15T15:43:43.304756,2026-02-15,15:43:43,15,COLLISION,55,LANE4,"4,22",2,0.45,Yes,424,364
2026-02-15T15:43:43.528545,2026-02-15,15:43:43,15,COLLISION,59,LANE4,"9,23",2,0.45,Yes,269,357
2026-02-15T15:43:47.994773,2026-02-15,15:43:47,15,COLLISION,72,LANE4,"4,26",2,0.45,Yes,369,359
2026-02-15T15:43:47.994812,2026-02-15,15:43:47,15,COLLISION,73,LANE4,"9,26",2,0.45,Yes,287,360
2026-02-15T15:43:49.545316,2026-02-15,15:43:49,15,COLLISION,82,LANE4,"27,28",2,0.67,Yes,369,359
2026-02-15T15:43:53.783340,2026-02-15,15:43:53,15,COLLISION,87,LANE4,"9,27",2,0.45,Yes,287,360
2026-02-15T15:43:57.802205,2026-02-15,15:43:57,15,COLLISION,92,LANE4,"9,27",2,0.45,Yes,286,360
2026-02-15T15:43:57.802252,2026-02-15,15:43:57,15,COLLISION,93,LANE4,"27,28",2,0.46,Yes,369,359
2026-02-15T15:44:01.817774,2026-02-15,15:44:01,15,COLLISION,102,LANE4,"9,27",2,0.45,Yes,287,360
2026-02-15T15:44:01.817818,2026-02-15,15:44:01,15,COLLISION,103,LANE4,"27,28",2,0.45,Yes,369,359
2026-02-15T15:44:05.836197,2026-02-15,15:44:05,15,COLLISION,112,LANE4,"9,27",2,0.43,Yes,287,360
2026-02-15T15:44:05.836230,2026-02-15,15:44:05,15,COLLISION,113,LANE4,"27,28",2,0.43,Yes,369,359
2026-02-15T15:44:09.177469,2026-02-15,15:44:09,15,COLLISION,122,LANE4,"36,37",2,0.44,Yes,369,359
2026-02-15T15:44:14.074124,2026-02-15,15:44:14,15,COLLISION,127,LANE4,"9,39",2,0.45,Yes,286,360
2026-02-15T15:44:18.090647,2026-02-15,15:44:18,15,COLLISION,132,LANE4,"9,39",2,0.45,Yes,286,360
2026-02-15T15:44:22.106641,2026-02-15,15:44:22,15,COLLISION,137,LANE4,"9,39",2,0.45,Yes,287,360
2026-02-15T15:44:26.123181,2026-02-15,15:44:26,15,COLLISION,142,LANE4,"9,39",2,0.44,Yes,286,360
2026-02-15T15:44:30.124998,2026-02-15,15:44:30,15,COLLISION,147,LANE4,"9,39",2,0.45,Yes,292,371
2026-02-15T15:44:30.571081,2026-02-15,15:44:30,15,COLLISION,154,LANE2,"24,47",2,0.45,Yes,537,591
2026-02-15T15:44:30.795907,2026-02-15,15:44:30,15,COLLISION,158,LANE2,"46,50",2,0.45,Yes,660,621
2026-02-15T15:44:35.259202,2026-02-15,15:44:35,15,COLLISION,165,LANE4,"9,51",2,0.56,Yes,291,371
2026-02-15T15:44:39.483409,2026-02-15,15:44:39,15,COLLISION,170,LANE4,"9,51",2,0.56,Yes,290,371
2026-02-15T15:44:44.843626,2026-02-15,15:44:44,15,COLLISION,176,LANE2,"24,56",2,0.45,Yes,532,590
2026-02-15T15:44:47.178689,2026-02-15,15:44:47,15,COLLISION,181,LANE4,"64,65",2,0.68,Yes,260,364
2026-02-15T15:44:55.659136,2026-02-15,15:44:55,15,COLLISION,187,LANE4,"37,64",2,0.45,Yes,368,361
2026-02-15T15:45:14.716841,2026-02-15,15:45:14,15,COLLISION,194,LANE3,"67,81",2,1.01,Yes,818,225
2026-02-15T15:45:16.379389,2026-02-15,15:45:16,15,COLLISION,199,LANE4,"77,83",2,0.45,Yes,349,367
2026-02-15T15:45:39.453477,2026-02-15,15:45:39,15,COLLISION,208,LANE4,"94,95",2,0.45,Yes,311,369
2026-02-15T15:45:50.045682,2026-02-15,15:45:50,15,COLLISION,216,LANE4,"98,101",2,1.46,Yes,353,361
2026-02-15T15:45:55.181375,2026-02-15,15:45:55,15,COLLISION,221,LANE4,"98,101",2,1.22,Yes,353,361
2026-02-15T15:45:59.965493,2026-02-15,15:45:59,15,COLLISION,226,LANE4,"98,101",2,1.68,Yes,353,361
2026-02-15T15:46:05.212005,2026-02-15,15:46:05,15,COLLISION,231,LANE4,"98,101",2,0.66,Yes,353,361
2026-02-15T15:46:09.439196,2026-02-15,15:46:09,15,COLLISION,236,LANE4,"98,101",2,0.79,Yes,353,361
2026-02-15T15:46:13.790354,2026-02-15,15:46:13,15,COLLISION,241,LANE4,"98,101",2,0.9,Yes,353,361
2026-02-15T15:46:18.254678,2026-02-15,15:46:18,15,COLLISION,246,LANE4,"98,101",2,0.9,Yes,353,361
2026-02-15T15:46:23.039030,2026-02-15,15:46:23,15,COLLISION,251,LANE4,"98,101",2,0.9,Yes,352,361
2026-02-15T15:46:24.830260,2026-02-15,15:46:24,15,COLLISION,256,LANE2,"24,110",2,0.45,Yes,531,557
2026-02-15T15:46:41.437249,2026-02-15,15:46:41,15,COLLISION,268,LANE4,"98,101",2,1.0,Yes,353,361
2026-02-15T15:46:58.496414,2026-02-15,15:46:58,15,COLLISION,284,LANE4,"101,127",2,0.55,Yes,375,362
2026-02-15T15:47:07.070603,2026-02-15,15:47:07,15,COLLISION,307,LANE2,"133,137",2,0.45,Yes,667,627
2026-02-15T15:47:07.181668,2026-02-15,15:47:07,15,COLLISION,309,LANE2,"135,136",2,0.45,Yes,535,547
2026-02-15T15:47:10.191049,2026-02-15,15:47:10,15,COLLISION,317,LANE3,"140,141",2,0.45,Yes,797,363
2026-02-15T15:47:10.303866,2026-02-15,15:47:10,15,COLLISION,318,LANE2,"139,142",2,0.45,Yes,680,493
2026-02-15T15:47:29.582763,2026-02-15,15:47:29,15,COLLISION,328,LANE2,"159,160",2,0.45,Yes,510,459
2026-02-15T15:47:30.591826,2026-02-15,15:47:30,15,COLLISION,336,LANE4,"163,165",2,0.45,Yes,242,365
2026-02-15T15:47:32.481742,2026-02-15,15:47:32,15,COLLISION,344,LANE3,"169,170",2,0.45,Yes,942,200
2026-02-15T15:52:23.582457,2026-02-15,15:52:23,15,COLLISION,1,LANE3,"9,11",2,0.67,Yes,803,365
2026-02-15T15:52:47.638897,2026-02-15,15:52:47,15,COLLISION,1,LANE2,"1,2",2,0.45,Yes,689,614
2026-02-15T15:52:50.980914,2026-02-15,15:52:50,15,COLLISION,8,LANE3,"10,11",2,0.45,Yes,798,369
2026-02-15T15:52:54.324755,2026-02-15,15:52:54,15,COLLISION,13,LANE2,"15,16",2,0.46,Yes,678,481
2026-02-15T15:53:32.228974,2026-02-15,15:53:32,15,COLLISION,18,LANE4,"5,28",2,0.45,Yes,474,414
2026-02-15T15:53:32.229190,2026-02-15,15:53:32,15,COLLISION,19,LANE2,"26,28",2,0.45,Yes,539,499
2026-02-15T15:53:58.196458,2026-02-15,15:53:58,15,COLLISION,34,UNKNOWN,"33,34",2,0.46,Yes,717,64
2026-02-15T15:54:45.353714,2026-02-15,15:54:45,15,COLLISION,40,UNKNOWN,"5,49",2,0.45,Yes,471,408
2026-02-15T15:54:45.353892,2026-02-15,15:54:45,15,COLLISION,41,UNKNOWN,"47,48",2,0.56,Yes,786,655
2026-02-15T15:54:49.366814,2026-02-15,15:54:49,15,COLLISION,54,LANE4,"5,49",2,0.45,Yes,471,409
2026-02-15T15:54:53.384315,2026-02-15,15:54:53,15,COLLISION,59,LANE4,"5,49",2,0.45,Yes,472,409
2026-02-15T15:54:57.385382,2026-02-15,15:54:57,15,COLLISION,64,LANE4,"5,49",2,0.45,Yes,472,409
2026-02-15T15:55:01.400906,2026-02-15,15:55:01,15,COLLISION,69,LANE4,"5,49",2,0.45,Yes,472,409
2026-02-15T15:55:05.418404,2026-02-15,15:55:05,15,COLLISION,74,LANE4,"5,49",2,0.45,Yes,471,409
2026-02-15T15:55:09.432487,2026-02-15,15:55:09,15,COLLISION,79,LANE4,"5,49",2,0.45,Yes,471,409
2026-02-15T15:55:15.001839,2026-02-15,15:55:15,15,COLLISION,84,UNKNOWN,"60,61",2,0.45,Yes,796,669
2026-02-15T15:55:21.017721,2026-02-15,15:55:21,15,COLLISION,89,LANE4,"5,49",2,0.45,Yes,472,419
2026-02-15T15:55:25.032250,2026-02-15,15:55:25,15,COLLISION,94,LANE4,"5,49",2,0.45,Yes,472,419
2026-02-15T15:55:29.050242,2026-02-15,15:55:29,15,COLLISION,99,LANE4,"5,49",2,0.45,Yes,471,418
2026-02-15T15:55:33.066508,2026-02-15,15:55:33,15,COLLISION,104,LANE4,"5,49",2,0.45,Yes,472,419
2026-02-15T15:55:37.082103,2026-02-15,15:55:37,15,COLLISION,109,LANE4,"5,49",2,0.43,Yes,471,418
2026-02-15T15:55:41.082125,2026-02-15,15:55:41,15,COLLISION,114,LANE4,"5,49",2,0.45,Yes,472,418
2026-02-15T15:55:45.098191,2026-02-15,15:55:45,15,COLLISION,119,LANE4,"5,49",2,0.45,Yes,472,418
2026-02-15T15:55:49.113996,2026-02-15,15:55:49,15,COLLISION,124,LANE4,"5,49",2,0.45,Yes,471,418
2026-02-15T15:55:53.129499,2026-02-15,15:55:53,15,COLLISION,129,LANE4,"5,49",2,0.45,Yes,472,418
2026-02-15T15:55:57.147336,2026-02-15,15:55:57,15,COLLISION,134,LANE4,"5,49",2,0.45,Yes,472,418
2026-02-15T15:56:01.162478,2026-02-15,15:56:01,15,COLLISION,139,LANE4,"5,49",2,0.44,Yes,471,418
2026-02-15T15:56:05.163821,2026-02-15,15:56:05,15,COLLISION,144,LANE4,"5,49",2,0.45,Yes,471,418
2026-02-15T15:56:09.178944,2026-02-15,15:56:09,15,COLLISION,149,LANE4,"5,49",2,0.45,Yes,472,419
2026-02-15T15:56:20.779358,2026-02-15,15:56:20,15,COLLISION,157,LANE2,"49,65",2,0.45,Yes,539,543
2026-02-15T15:56:22.220452,2026-02-15,15:56:22,15,COLLISION,167,UNKNOWN,"69,70",2,0.45,Yes,813,652
2026-02-15T15:56:33.036320,2026-02-15,15:56:33,15,COLLISION,172,LANE4,"4,5",2,0.45,Yes,310,366
2026-02-15T15:56:33.261865,2026-02-15,15:56:33,15,COLLISION,177,LANE4,"78,79",2,0.45,Yes,452,280
2026-02-15T15:56:33.485353,2026-02-15,15:56:33,15,COLLISION,181,UNKNOWN,"75,80",2,0.45,Yes,769,645
2026-02-15T15:56:41.962132,2026-02-15,15:56:41,15,COLLISION,194,UNKNOWN,"85,90",2,0.44,Yes,762,123
2026-02-15T15:57:23.085244,2026-02-15,15:57:23,15,COLLISION,200,LANE3,"99,100",2,0.45,Yes,793,345
2026-02-15T15:57:31.564597,2026-02-15,15:57:31,15,COLLISION,205,LANE3,"99,103",2,0.45,Yes,811,355
2026-02-15T15:57:32.685636,2026-02-15,15:57:32,15,COLLISION,210,LANE3,"104,105",2,0.44,Yes,848,349
2026-02-15T15:57:36.685824,2026-02-15,15:57:36,15,COLLISION,215,LANE3,"104,105",2,0.45,Yes,848,349
2026-02-15T15:57:40.701637,2026-02-15,15:57:40,15,COLLISION,220,LANE3,"104,105",2,0.45,Yes,848,349
2026-02-15T15:57:44.716777,2026-02-15,15:57:44,15,COLLISION,225,LANE3,"104,105",2,0.45,Yes,848,349
2026-02-15T15:57:55.198562,2026-02-15,15:57:55,15,COLLISION,230,LANE3,"106,107",2,0.45,Yes,851,350
2026-02-15T15:58:03.327217,2026-02-15,15:58:03,15,COLLISION,235,LANE3,"108,109",2,0.45,Yes,844,350
2026-02-15T15:58:22.063938,2026-02-15,15:58:22,15,COLLISION,240,LANE3,"111,112",2,0.45,Yes,846,350
2026-02-15T15:58:33.215264,2026-02-15,15:58:33,15,COLLISION,245,LANE3,"113,114",2,0.43,Yes,847,350
2026-02-15T15:58:35.103076,2026-02-15,15:58:35,15,COLLISION,250,LANE3,"115,116",2,0.45,Yes,846,350
2026-02-15T15:58:40.563691,2026-02-15,15:58:40,15,COLLISION,255,LANE3,"117,118",2,0.45,Yes,846,350
2026-02-15T15:58:42.577654,2026-02-15,15:58:42,15,COLLISION,260,LANE3,"120,121",2,0.45,Yes,846,350
2026-02-15T15:58:44.463127,2026-02-15,15:58:44,15,COLLISION,265,LANE3,"122,123",2,0.45,Yes,846,350
2026-02-15T16:04:10.207740,2026-02-15,16:04:10,16,COLLISION,1,LANE3,"3,6",2,0.46,Yes,812,358
2026-02-15T16:04:25.246738,2026-02-15,16:04:25,16,COLLISION,10,LANE3,"12,13",2,0.45,Yes,833,350
2026-02-15T16:04:54.448099,2026-02-15,16:04:54,16,COLLISION,22,LANE3,"18,20",2,0.45,Yes,811,352
2026-02-15T16:04:57.791576,2026-02-15,16:04:57,16,COLLISION,30,INTERSECTION,"19,23",2,0.46,Yes,711,354
2026-02-15T16:05:18.865022,2026-02-15,16:05:18,16,COLLISION,39,UNKNOWN,"33,34",2,0.45,Yes,766,634
2026-02-15T16:05:20.994039,2026-02-15,16:05:20,16,COLLISION,47,INTERSECTION,"37,40",2,0.44,Yes,665,425
2026-02-15T16:07:17.589737,2026-02-15,16:07:17,16,COLLISION,62,INTERSECTION,"37,42",2,0.66,Yes,663,405
2026-02-15T16:07:34.856642,2026-02-15,16:07:34,16,COLLISION,67,UNKNOWN,"46,47",2,0.45,Yes,766,604
2026-02-15T16:09:17.006065,2026-02-15,16:09:17,16,COLLISION,1,LANE2,"1,2",2,0.45,Yes,678,567
2026-02-15T16:09:18.333496,2026-02-15,16:09:18,16,COLLISION,6,LANE2,"5,6",2,0.67,Yes,679,612
2026-02-15T16:09:20.571895,2026-02-15,16:09:20,16,COLLISION,11,LANE2,"8,9",2,0.55,Yes,674,611
2026-02-15T16:09:51.775227,2026-02-15,16:09:51,16,COLLISION,17,LANE3,"14,19",2,0.45,Yes,826,344
2026-02-15T16:09:53.454930,2026-02-15,16:09:53,16,COLLISION,22,INTERSECTION,"13,20",2,0.45,Yes,657,356
2026-02-15T16:09:57.468558,2026-02-15,16:09:57,16,COLLISION,27,LANE3,"13,14",2,0.45,Yes,769,347
2026-02-15T16:15:46.046614,2026-02-15,16:15:46,16,COLLISION,3,LANE3,"6,7",2,0.45,Yes,867,342
2026-02-15T16:15:57.072612,2026-02-15,16:15:57,16,COLLISION,9,UNKNOWN,"9,10",2,0.56,Yes,1041,477
2026-02-15T16:16:54.653668,2026-02-15,16:16:54,16,COLLISION,1,LANE3,"4,5",2,0.43,Yes,881,313
2026-02-15T16:17:19.276684,2026-02-15,16:17:19,16,COLLISION,10,LANE3,"2,8",2,0.45,Yes,720,359
2026-02-15T16:17:19.277240,2026-02-15,16:17:19,16,COLLISION,11,LANE3,"5,8",2,0.46,Yes,788,362
2026-02-15T16:23:57.675530,2026-02-15,16:23:57,16,COLLISION,21,LANE3,"32,33",2,0.45,Yes,751,355
2026-02-15T16:24:33.786917,2026-02-15,16:24:33,16,COLLISION,26,LANE3,"34,35",2,0.45,Yes,751,356
2026-02-15T16:29:29.151889,2026-02-15,16:29:29,16,COLLISION,1,LANE3,"3,4",2,0.45,Yes,750,355
2026-02-15T16:29:31.052765,2026-02-15,16:29:31,16,COLLISION,6,LANE2,"1,6",2,0.45,Yes,679,469
2026-02-15T16:29:36.061425,2026-02-15,16:29:36,16,COLLISION,11,LANE3,"8,9",2,0.45,Yes,750,355
2026-02-15T16:29:53.008131,2026-02-15,16:29:53,16,COLLISION,16,LANE3,"8,9",2,0.45,Yes,751,356
2026-02-15T16:29:53.454106,2026-02-15,16:29:53,16,COLLISION,21,UNKNOWN,"10,11",2,0.45,Yes,769,668
2026-02-15T16:30:27.048798,2026-02-15,16:30:27,16,COLLISION,1,LANE3,"3,4",2,0.45,Yes,749,355
2026-02-15T16:30:30.725468,2026-02-15,16:30:30,16,COLLISION,6,LANE2,"1,7",2,0.45,Yes,681,447
2026-02-15T16:30:33.959608,2026-02-15,16:30:33,16,COLLISION,11,LANE3,"8,9",2,0.45,Yes,751,355
2026-02-15T16:30:53.575383,2026-02-15,16:30:53,16,COLLISION,16,LANE3,"8,9",2,0.46,Yes,751,356
2026-02-15T16:30:54.588968,2026-02-15,16:30:54,16,COLLISION,21,UNKNOWN,"10,11",2,0.45,Yes,766,686
2026-02-15T16:31:10.522099,2026-02-15,16:31:10,16,COLLISION,26,LANE3,"8,9",2,0.45,Yes,750,356
2026-02-15T16:31:20.891553,2026-02-15,16:31:20,16,COLLISION,31,UNKNOWN,"14,15",2,0.45,Yes,996,477
2026-02-15T16:31:28.237017,2026-02-15,16:31:28,16,COLLISION,36,UNKNOWN,"17,18",2,0.45,Yes,767,698
2026-02-15T16:31:31.802398,2026-02-15,16:31:31,16,COLLISION,49,UNKNOWN,"20,23",2,0.45,Yes,930,453
2026-02-15T16:31:31.802779,2026-02-15,16:31:31,16,COLLISION,50,UNKNOWN,"20,24",2,0.46,Yes,945,453
2026-02-15T16:31:31.803646,2026-02-15,16:31:31,16,COLLISION,51,UNKNOWN,"23,24",2,0.46,Yes,945,454
2026-02-15T16:31:43.409695,2026-02-15,16:31:43,16,COLLISION,64,UNKNOWN,"26,27",2,0.45,Yes,1045,460
2026-02-15T16:31:43.410009,2026-02-15,16:31:43,16,COLLISION,65,UNKNOWN,"26,28",2,0.46,Yes,1021,438
2026-02-15T16:31:43.411420,2026-02-15,16:31:43,16,COLLISION,66,UNKNOWN,"27,28",2,0.46,Yes,1045,459
2026-02-15T16:31:45.640994,2026-02-15,16:31:45,16,COLLISION,79,UNKNOWN,"30,32",2,0.44,Yes,994,484
2026-02-15T16:31:45.968285,2026-02-15,16:31:45,16,COLLISION,86,UNKNOWN,"31,33",2,0.45,Yes,766,445
2026-02-15T16:31:58.904353,2026-02-15,16:31:58,16,COLLISION,93,LANE2,"1,38",2,0.45,Yes,668,515
2026-02-15T16:31:59.342501,2026-02-15,16:31:59,16,COLLISION,98,UNKNOWN,"35,39",2,0.45,Yes,1016,412
2026-02-15T16:31:59.563755,2026-02-15,16:31:59,16,COLLISION,102,LANE3,"8,41",2,0.45,Yes,871,357
2026-02-15T16:35:01.857714,2026-02-15,16:35:01,16,COLLISION,1,LANE2,"1,2",2,0.45,Yes,675,611
2026-02-15T16:35:26.609409,2026-02-15,16:35:26,16,COLLISION,6,UNKNOWN,"7,9",2,0.44,Yes,801,658
2026-02-15T16:35:59.782853,2026-02-15,16:35:59,16,COLLISION,1,LANE2,"6,7",2,0.44,Yes,681,621
2026-02-15T16:35:59.897998,2026-02-15,16:35:59,16,COLLISION,5,UNKNOWN,"8,9",2,0.44,Yes,777,656
2026-02-15T16:38:35.282441,2026-02-15,16:38:35,16,COLLISION,1,INTERSECTION,"1,3",2,0.79,Yes,679,406
2026-02-15T16:38:40.965812,2026-02-15,16:38:40,16,COLLISION,6,UNKNOWN,"8,9",2,0.45,Yes,745,449
2026-02-15T16:39:07.957357,2026-02-15,16:39:07,16,COLLISION,11,UNKNOWN,"10,12",2,0.43,Yes,765,644
2026-02-15T16:39:07.957949,2026-02-15,16:39:07,16,COLLISION,12,UNKNOWN,"11,12",2,0.44,Yes,764,644
2026-02-15T16:39:35.251182,2026-02-15,16:39:35,16,COLLISION,21,LANE3,"3,4",2,0.45,Yes,746,355
2026-02-15T16:39:42.611208,2026-02-15,16:39:42,16,COLLISION,26,LANE3,"15,16",2,0.45,Yes,743,358
2026-02-15T16:41:13.462120,2026-02-15,16:41:13,16,COLLISION,31,LANE2,"1,27",2,0.45,Yes,630,531
2026-02-15T16:41:16.581026,2026-02-15,16:41:16,16,COLLISION,36,LANE3,"20,21",2,0.45,Yes,762,336
2026-02-15T16:41:58.726203,2026-02-15,16:41:58,16,COLLISION,41,UNKNOWN,"1,32",2,0.45,Yes,750,586
2026-02-15T16:42:00.613787,2026-02-15,16:42:00,16,COLLISION,46,LANE3,"20,21",2,0.45,Yes,763,343
2026-02-15T16:42:44.648331,2026-02-15,16:42:44,16,COLLISION,51,LANE3,"20,21",2,0.45,Yes,745,355
2026-02-15T16:43:28.681027,2026-02-15,16:43:28,16,COLLISION,56,LANE3,"20,21",2,0.45,Yes,771,342
2026-02-15T16:44:12.716039,2026-02-15,16:44:12,16,COLLISION,61,LANE3,"20,21",2,0.45,Yes,762,343
2026-02-15T16:45:12.254958,2026-02-15,16:45:12,16,COLLISION,66,LANE3,"20,57",2,0.45,Yes,762,340
2026-02-15T16:46:22.701645,2026-02-15,16:46:22,16,COLLISION,71,LANE3,"61,65",2,0.45,Yes,895,377
2026-02-15T16:46:28.163884,2026-02-15,16:46:28,16,COLLISION,76,UNKNOWN,"66,68",2,0.45,Yes,882,538
2026-02-15T16:51:00.225343,2026-02-15,16:51:00,16,COLLISION,1,LANE3,"2,4",2,0.45,Yes,732,389
2026-02-15T16:51:20.960098,2026-02-15,16:51:20,16,COLLISION,6,UNKNOWN,"7,9",2,0.45,Yes,807,598
2026-02-15T16:51:20.961179,2026-02-15,16:51:20,16,COLLISION,7,UNKNOWN,"8,9",2,0.46,Yes,798,587
2026-02-15T16:51:35.346369,2026-02-15,16:51:35,16,COLLISION,16,UNKNOWN,"12,14",2,0.45,Yes,806,607
2026-02-15T16:51:35.347728,2026-02-15,16:51:35,16,COLLISION,17,UNKNOWN,"13,14",2,0.45,Yes,807,608
2026-02-15T16:51:56.742822,2026-02-15,16:51:56,16,COLLISION,26,LANE2,"16,21",2,0.46,Yes,715,443
2026-02-15T16:52:15.700933,2026-02-15,16:52:15,16,COLLISION,32,LANE3,"4,25",2,0.45,Yes,838,357
2026-02-15T16:52:15.703186,2026-02-15,16:52:15,16,COLLISION,33,LANE3,"24,25",2,0.45,Yes,952,366
2026-02-15T16:52:16.692913,2026-02-15,16:52:16,16,COLLISION,42,UNKNOWN,"16,26",2,0.45,Yes,754,426
2026-02-15T16:52:49.364604,2026-02-15,16:52:49,16,COLLISION,47,LANE3,"29,30",2,0.45,Yes,839,362
2026-02-15T16:53:04.855268,2026-02-15,16:53:04,16,COLLISION,52,UNKNOWN,"35,36",2,0.45,Yes,1044,364
2026-02-15T16:53:33.189198,2026-02-15,16:53:33,16,COLLISION,57,LANE4,"42,43",2,0.45,Yes,466,376
2026-02-15T16:53:33.397959,2026-02-15,16:53:33,16,COLLISION,59,LANE4,"3,44",2,0.46,Yes,311,371
2026-02-15T16:53:52.119872,2026-02-15,16:53:52,16,COLLISION,67,LANE4,"43,50",2,0.45,Yes,460,369
2026-02-15T16:53:52.793531,2026-02-15,16:53:52,16,COLLISION,72,INTERSECTION,"47,49",2,0.45,Yes,660,229
2026-02-15T16:55:15.400928,2026-02-15,16:55:15,16,COLLISION,77,INTERSECTION,"55,57",2,0.44,Yes,482,385
2026-02-15T16:55:15.401461,2026-02-15,16:55:15,16,COLLISION,78,LANE4,"56,57",2,0.44,Yes,344,383
2026-02-15T16:55:51.177662,2026-02-15,16:55:51,16,COLLISION,89,INTERSECTION,"55,59",2,1.57,Yes,487,361
2026-02-15T16:56:08.571865,2026-02-15,16:56:08,16,COLLISION,94,LANE2,"16,62",2,0.45,Yes,704,436
2026-02-15T16:56:10.123020,2026-02-15,16:56:10,16,COLLISION,99,LANE4,"55,64",2,0.45,Yes,466,334
2026-02-15T16:57:11.103759,2026-02-15,16:57:11,16,COLLISION,104,LANE4,"72,73",2,0.45,Yes,290,368
2026-02-15T16:58:19.982205,2026-02-15,16:58:19,16,COLLISION,1,INTERSECTION,"3,5",2,0.45,Yes,521,363
2026-02-15T16:58:25.341684,2026-02-15,16:58:25,16,COLLISION,6,LANE4,"8,9",2,0.43,Yes,307,353
